epoch,train_loss,train_f1,val_loss,val_f1,val_accuracy,train_val_f1_gap
1,2.2567292885346846,0.09663769435523316,2.163529396057129,0.07377625506564564,0.2040133779264214,0.022861439289587518
2,2.0210292881185357,0.22684420766131413,1.65090514421463,0.3766544866791302,0.4983277591973244,-0.14981027901781607
3,1.5167168134992772,0.5567340781153469,1.1503944993019104,0.7871782012145099,0.7959866220735786,-0.23044412309916296
4,1.154649337584322,0.7869991070037882,0.8930804312229157,0.8807361435432604,0.882943143812709,-0.09373703653947218
5,0.9850992763584311,0.8875403186849096,0.806237381696701,0.8800291939178817,0.882943143812709,0.007511124767027866
